gauge_id,gauge_name,dominant_forcing,dominant_peak_te,dominant_peak_lag,dominance_abs_margin,dominance_rel_margin_pct,n_eligible_drivers,top1_attribute,top1_zscore,top1_spearman,top1_score,top2_attribute,top2_zscore,top2_spearman,top2_score,top3_attribute,top3_zscore,top3_spearman,top3_score,top4_attribute,top4_zscore,top4_spearman,top4_score,top5_attribute,top5_zscore,top5_spearman,top5_score,top6_attribute,top6_zscore,top6_spearman,top6_score,top7_attribute,top7_zscore,top7_spearman,top7_score,top8_attribute,top8_zscore,top8_spearman,top8_score,top9_attribute,top9_zscore,top9_spearman,top9_score,top10_attribute,top10_zscore,top10_spearman,top10_score,summary,top1_explanation,top2_explanation,top3_explanation,top4_explanation,top5_explanation,top6_explanation,top7_explanation,top8_explanation,top9_explanation,top10_explanation,dominance_strength
01013500,"Fish River near Fort Kent, Maine",Tair,0.0048878833883407,14,0.0018246168845275999,37.32938655778788,10,high_prec_freq,-1.7559100498627087,-0.49198259549827844,0.863877183792967,gauge_lat,1.5349322042268092,0.5055084779424147,0.77592124230349,low_prec_freq,-1.4935712386472921,-0.5042259026899538,0.7530973060386833,pet_mean,-1.470002465480191,-0.33100295838245436,0.486575164903445,gauge_lon,1.678058851595827,-0.2545977267166403,0.42722996891303366,runoff_ratio,0.6701226589012125,0.5553458307095839,0.37214982468480895,frac_snow,0.6681985072552684,0.4611412196627666,0.3081338746125345,frac_forest,0.715878194747044,0.34588234943003254,0.24760963190483795,slope_mean,-0.5210817095827431,0.4074221716624457,0.21230024173178105,aridity,-0.6921079392568464,-0.3028828737936886,0.20962764161754133,"Tair-dominant at lag 14 day(s); top drivers consistent with low high_prec_freq, high gauge_lat, low low_prec_freq.",few heavy rainfall events mean streamflow is shaped more by slow processes such as snowmelt or baseflow.,"northern latitude is associated with colder climates, more snow, and snowmelt-driven streamflow.","few dry days indicate steady moisture supply, which supports continuous streamflow.",low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,"a high runoff ratio means most rainfall becomes streamflow, so the forcing-to-Q link is direct.","a large fraction of precipitation falls as snow, so streamflow is shaped by snow accumulation and melt rather than direct rainfall.",high forest cover increases evapotranspiration and modifies the rainfall-runoff response.,gentle terrain slows surface runoff and produces a smoother streamflow signal.,"the basin is humid, so streamflow is energy-limited and rainfall is rarely a limiting factor.",25-50% (strong)
01022500,"Narraguagus River at Cherryfield, Maine",PRCP,0.0166805733564089,1,0.008380348242848,50.24016899052308,10,gauge_lon,1.7179884972222348,-0.2715882080972612,0.4665854174922933,slope_fdc,1.0622832944643907,0.2009306454625533,0.2134452680208176,runoff_ratio,0.9223707156608566,0.23081509576016385,0.21289708506163146,aridity,-0.7623042696779118,-0.2760322562194351,0.2104205674849027,sand_frac,1.466734315558819,0.11701181361022386,0.1716252423478878,high_prec_dur,-0.7559570942148113,0.22663500240840795,0.17132633786802684,elev_mean,-0.8482753943525173,-0.1953378088599921,0.16570025684266645,pet_mean,-1.2038604858913802,-0.12188277528686141,0.14672985707863087,glim_1st_class_frac,-0.9639775365686539,-0.14542351398326533,0.14018500076874532,root_depth_99,1.3521840868075303,0.10116171577890302,0.1367892622703789,"PRCP-dominant at lag 1 day(s); top drivers consistent with high gauge_lon, high slope_fdc, high runoff_ratio.",eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,a steep flow-duration curve indicates a flashy basin with quick rainfall response.,"a high runoff ratio means most rainfall becomes streamflow, so the forcing-to-Q link is direct.","the basin is humid, so streamflow is energy-limited and rainfall is rarely a limiting factor.",high sand fraction promotes fast infiltration and subsurface drainage.,short heavy-rainfall events produce sharper but briefer runoff peaks.,low elevation is associated with warmer temperatures and rainfall-driven streamflow.,low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,"the basin's main geological class covers only a small share, so the subsurface response is more mixed.",very deep maximum rooting allows vegetation to tap deep storage in droughts.,>50% (very strong)
01030500,"Mattawamkeag River near Mattawamkeag, Maine",PRCP,0.0134275816762943,1,0.005967209438981999,44.43994147893957,10,gauge_lon,1.6951236250773136,-0.2715882080972612,0.46037558783808125,area_gages2,1.694263230712012,0.18059920313933323,0.30598258937486167,area_geospa_fabric,1.677344319813075,0.17031201353253472,0.2856718884947247,slope_fdc,1.2491582638734493,0.2009306454625533,0.2509941762449746,low_prec_freq,-1.1119720344164261,-0.22362171797035157,0.2486610966711881,aridity,-0.7025836701573156,-0.2760322562194351,0.19393575565645524,high_prec_dur,-0.7430514769223162,0.22663500240840795,0.16840147326186022,runoff_ratio,0.7233816314201952,0.23081509576016385,0.1669674005273959,pet_mean,-1.340195896471263,-0.12188277528686141,0.16334679528998072,high_prec_freq,-0.8318624885867489,-0.18821394427407395,0.15656812007055884,"PRCP-dominant at lag 1 day(s); top drivers consistent with high gauge_lon, high area_gages2, high area_geospa_fabric.",eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,"a large drainage area integrates many sub-basin responses, producing a smoother streamflow signal.",a large geospatial drainage area integrates many sub-basin responses.,a steep flow-duration curve indicates a flashy basin with quick rainfall response.,"few dry days indicate steady moisture supply, which supports continuous streamflow.","the basin is humid, so streamflow is energy-limited and rainfall is rarely a limiting factor.",short heavy-rainfall events produce sharper but briefer runoff peaks.,"a high runoff ratio means most rainfall becomes streamflow, so the forcing-to-Q link is direct.",low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,few heavy rainfall events mean streamflow is shaped more by slow processes such as snowmelt or baseflow.,25-50% (strong)
01031500,"Piscataquis River near Dover-Foxcroft, Maine",PRCP,0.0038589515480295,1,0.0022616386088098,58.60759277904546,10,gauge_lon,1.632907636925966,-0.2715882080972612,0.4434784591010563,glim_2nd_class_frac,2.0066863172436107,0.15341627439970723,0.30785833868038376,glim_1st_class_frac,-1.6650201766912691,-0.14542351398326533,0.2421330849474817,high_prec_dur,-1.0505953356372952,0.22663500240840795,0.23810167642242056,aridity,-0.7613392549770962,-0.2760322562194351,0.21015419229975166,root_depth_99,1.8865832595001222,0.10116171577890302,0.19084999949078782,runoff_ratio,0.8109793616667411,0.23081509576016385,0.1871862790226254,q95,0.5982238638864188,0.30512171520948117,0.1825310914282673,low_prec_freq,-0.7773607919005548,-0.22362171797035157,0.17383475576759505,pet_mean,-1.2902292080182935,-0.12188277528686141,0.15725671662943883,"PRCP-dominant at lag 1 day(s); top drivers consistent with high gauge_lon, high glim_2nd_class_frac, low glim_1st_class_frac.",eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,a large secondary geological class adds heterogeneity to the subsurface flow response.,"the basin's main geological class covers only a small share, so the subsurface response is more mixed.",short heavy-rainfall events produce sharper but briefer runoff peaks.,"the basin is humid, so streamflow is energy-limited and rainfall is rarely a limiting factor.",very deep maximum rooting allows vegetation to tap deep storage in droughts.,"a high runoff ratio means most rainfall becomes streamflow, so the forcing-to-Q link is direct.",high peak-flow values reflect strong rainfall-runoff response and a wide streamflow range.,"few dry days indicate steady moisture supply, which supports continuous streamflow.",low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,>50% (very strong)
01047000,"Carrabassett River near North Anson, Maine",PRCP,0.0022771925556681,1,0.0007359142810973,32.31673488768243,10,gauge_lon,1.5934097298219325,-0.2715882080972612,0.43275129328707973,glim_1st_class_frac,-2.3596796775913664,-0.14542351398326533,0.3431529105902351,runoff_ratio,1.156473668134091,0.23081509576016385,0.2669315804544782,high_prec_dur,-0.965453977376378,0.22663500240840795,0.21880566448790245,gvf_diff,0.8260678118175695,-0.2430380299905624,0.2007658936227567,aridity,-0.6947553151495784,-0.2760322562194351,0.19177487716118283,q95,0.6153657169961717,0.30512171520948117,0.18776144305098408,root_depth_99,1.688708950999935,0.10116171577890302,0.1708326949343449,frac_forest,0.9421054532244489,0.17235626649393695,0.1623777785613444,pet_mean,-1.2565335143975636,-0.12188277528686141,0.15314979197572848,"PRCP-dominant at lag 1 day(s); top drivers consistent with high gauge_lon, low glim_1st_class_frac, high runoff_ratio.",eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,"the basin's main geological class covers only a small share, so the subsurface response is more mixed.","a high runoff ratio means most rainfall becomes streamflow, so the forcing-to-Q link is direct.",short heavy-rainfall events produce sharper but briefer runoff peaks.,strong seasonal vegetation cycle is associated with deciduous forests and a clear ET seasonality.,"the basin is humid, so streamflow is energy-limited and rainfall is rarely a limiting factor.",high peak-flow values reflect strong rainfall-runoff response and a wide streamflow range.,very deep maximum rooting allows vegetation to tap deep storage in droughts.,high forest cover increases evapotranspiration and modifies the rainfall-runoff response.,low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,25-50% (strong)
01052500,"Diamond River near Wentworth Location, NH",Tair,0.0066120198948291,1,0.0011409316595757998,17.255417825770007,10,low_prec_freq,-1.7413259458718093,-0.5042259026899538,0.8780216469346507,high_prec_freq,-1.6349038216003804,-0.49198259549827844,0.8043442255410095,runoff_ratio,1.10409323683595,0.5553458307095839,0.613153575791494,gauge_lat,1.081723099000548,0.5055084779424147,0.546820197330919,stream_elas,-1.0340650596852214,-0.4285570935695305,0.44315591654050157,pet_mean,-1.2450025674733143,-0.33100295838245436,0.41209953302741825,frac_snow,0.861313812045461,0.4611412196627666,0.3971873017990308,gauge_lon,1.5254176970105406,-0.2545977267166403,0.3883678779522165,q95,0.7315824063748432,0.511109639295586,0.3739188198372429,frac_forest,0.9673312685232343,0.34588234943003254,0.33458281183394994,"Tair-dominant at lag 1 day(s); top drivers consistent with low low_prec_freq, low high_prec_freq, high runoff_ratio.","few dry days indicate steady moisture supply, which supports continuous streamflow.",few heavy rainfall events mean streamflow is shaped more by slow processes such as snowmelt or baseflow.,"a high runoff ratio means most rainfall becomes streamflow, so the forcing-to-Q link is direct.","northern latitude is associated with colder climates, more snow, and snowmelt-driven streamflow.",low streamflow elasticity means streamflow is buffered against rainfall variability.,low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,"a large fraction of precipitation falls as snow, so streamflow is shaped by snow accumulation and melt rather than direct rainfall.",eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,high peak-flow values reflect strong rainfall-runoff response and a wide streamflow range.,high forest cover increases evapotranspiration and modifies the rainfall-runoff response.,10-25% (moderate)
01054200,"Wild River at Gilead, Maine",Tair,0.0037378576441534,12,0.0004099877386494,10.968522016633928,10,runoff_ratio,1.2199068087600664,0.5553458307095839,0.6774701600991365,q95,1.0204858661739749,0.511109639295586,0.5215801629664238,gauge_lat,0.9882103134963411,0.5055084779424147,0.4995486914625319,low_prec_freq,-0.9781275374100771,-0.5042259026899538,0.4931972404964977,pet_mean,-1.187464875639944,-0.33100295838245436,0.3930543868120747,gauge_lon,1.5302192461486557,-0.2545977267166403,0.3895903414474988,slope_mean,0.9325860780952148,0.4074221716624457,0.3799562451997156,high_prec_freq,-0.7548585251470854,-0.49198259549827844,0.37137725643586555,q_mean,0.8022123178829628,0.4471181680232362,0.3586837019375043,frac_forest,0.9673312685232343,0.34588234943003254,0.33458281183394994,"Tair-dominant at lag 12 day(s); top drivers consistent with high runoff_ratio, high q95, high gauge_lat.","a high runoff ratio means most rainfall becomes streamflow, so the forcing-to-Q link is direct.",high peak-flow values reflect strong rainfall-runoff response and a wide streamflow range.,"northern latitude is associated with colder climates, more snow, and snowmelt-driven streamflow.","few dry days indicate steady moisture supply, which supports continuous streamflow.",low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,steep terrain promotes fast surface runoff and a quick streamflow response.,few heavy rainfall events mean streamflow is shaped more by slow processes such as snowmelt or baseflow.,"high mean streamflow gives a more dynamic Q signal, which generally raises information flow from forcings.",high forest cover increases evapotranspiration and modifies the rainfall-runoff response.,10-25% (moderate)
01055000,"Swift River near Roxbury, Maine",SRAD,0.0035159246617638,2,0.00033154079928580027,9.429690086689154,10,gauge_lon,1.554326291699378,-0.43213745515556135,0.67168260817635,runoff_ratio,1.137673194915354,0.4278297019443891,0.48673038389075673,gvf_diff,1.0007947494633191,-0.327298903078815,0.3275590237063818,gauge_lat,1.0366633598266966,0.2930312775064427,0.303774788674138,q95,0.6855236811255351,0.4317631067693882,0.29598383432674846,high_prec_dur,-0.952560654311021,0.2881552893723617,0.27448539098771846,low_prec_freq,-0.8485546732869104,-0.3118604739080879,0.2646306625481786,clay_frac,-1.0235614870548808,-0.22045605921166062,0.22565033179694619,frac_forest,0.9447890505966602,0.2349461241438898,0.2219745255712707,slope_mean,0.5648828606260816,0.36744400999049887,0.2075628234833515,"SRAD-dominant at lag 2 day(s); top drivers consistent with high gauge_lon, high runoff_ratio, high gvf_diff.",eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,"a high runoff ratio means most rainfall becomes streamflow, so the forcing-to-Q link is direct.",strong seasonal vegetation cycle is associated with deciduous forests and a clear ET seasonality.,"northern latitude is associated with colder climates, more snow, and snowmelt-driven streamflow.",high peak-flow values reflect strong rainfall-runoff response and a wide streamflow range.,short heavy-rainfall events produce sharper but briefer runoff peaks.,"few dry days indicate steady moisture supply, which supports continuous streamflow.",low clay fraction allows easier infiltration and reduces surface runoff.,high forest cover increases evapotranspiration and modifies the rainfall-runoff response.,steep terrain promotes fast surface runoff and a quick streamflow response.,5-10% (weak)
01057000,"Little Androscoggin River near South Paris, Maine",PRCP,0.0022553647421092,1,0.0005054064043078003,22.409076229290875,10,gauge_lon,1.5573546290491718,-0.2715882080972612,0.42295915307543946,glim_2nd_class_frac,1.7658141615158909,0.15341627439970723,0.27090462994201087,sand_frac,2.0820825331771595,0.11701181361022386,0.24362825329322854,glim_1st_class_frac,-1.6542235535556835,-0.14542351398326533,0.2405630020719518,gvf_diff,0.9153811328091658,-0.2430380299905624,0.22247242720846902,soil_conductivity,1.5041090531498,0.1473560876296892,0.22163962544055077,high_prec_dur,-0.9428480348470007,0.22663500240840795,0.21368236664831272,aridity,-0.7461092612893091,-0.2760322562194351,0.20595022277990402,pet_mean,-1.1795568778301742,-0.12188277528686141,0.14376766587864695,frac_forest,0.8103408222488785,0.17235626649393695,0.1396673187104437,"PRCP-dominant at lag 1 day(s); top drivers consistent with high gauge_lon, high glim_2nd_class_frac, high sand_frac.",eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,a large secondary geological class adds heterogeneity to the subsurface flow response.,high sand fraction promotes fast infiltration and subsurface drainage.,"the basin's main geological class covers only a small share, so the subsurface response is more mixed.",strong seasonal vegetation cycle is associated with deciduous forests and a clear ET seasonality.,high soil conductivity allows fast infiltration and subsurface flow.,short heavy-rainfall events produce sharper but briefer runoff peaks.,"the basin is humid, so streamflow is energy-limited and rainfall is rarely a limiting factor.",low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,high forest cover increases evapotranspiration and modifies the rainfall-runoff response.,10-25% (moderate)
01073000,"OYSTER RIVER NEAR DURHAM, NH",PRCP,0.0056891769999337,1,0.0028385573267236,49.8939886517273,10,gauge_lon,1.5311184958138293,-0.2715882080972612,0.41583372866265184,slope_fdc,1.0698259307980096,0.2009306454625533,0.21496081480782095,aridity,-0.6926864536573072,-0.2760322562194351,0.1912038046556657,elev_mean,-0.9182629427538582,-0.1953378088599921,0.17937147119486704,sand_frac,1.2863389799515557,0.11701181361022386,0.15051685696165693,high_prec_dur,-0.6451352276223566,0.22663500240840795,0.1462102238659416,pet_mean,-1.044645763278737,-0.12188277528686141,0.1273243248200741,frac_forest,0.7011184091998823,0.17235626649393695,0.12084215137986005,soil_conductivity,0.7935758696304716,0.1473560876296892,0.11693823538607456,glim_1st_class_frac,0.7806718676010896,-0.14542351398326533,0.11352804625442893,"PRCP-dominant at lag 1 day(s); top drivers consistent with high gauge_lon, high slope_fdc, low aridity.",eastern longitude (less negative) is generally associated with humid conditions and stronger rainfall response.,a steep flow-duration curve indicates a flashy basin with quick rainfall response.,"the basin is humid, so streamflow is energy-limited and rainfall is rarely a limiting factor.",low elevation is associated with warmer temperatures and rainfall-driven streamflow.,high sand fraction promotes fast infiltration and subsurface drainage.,short heavy-rainfall events produce sharper but briefer runoff peaks.,low potential evapotranspiration reflects a cool climate where evaporation losses are limited.,high forest cover increases evapotranspiration and modifies the rainfall-runoff response.,high soil conductivity allows fast infiltration and subsurface flow.,"the basin is dominated by one main geological class, which gives a more uniform subsurface response.",25-50% (strong)
