gauge_id,gauge_name,gauge_lat,gauge_lon,aridity,runoff_ratio,p_mean,pet_mean,frac_snow,dominant_forcing,peak_lag,peak_TE,PRCP_peak_te,SRAD_peak_te,Tair_peak_te,VP_peak_te,PRCP_peak_lag,SRAD_peak_lag,Tair_peak_lag,VP_peak_lag,budyko_class
01013500,"Fish River near Fort Kent, Maine",47.23739,-68.58264,0.63055865946247,0.543437466590222,3.12667898699521,1.97155451060917,0.313440357191799,Tair,14,0.0048878833883407,0.0027614217385353,0.0030632665038131,0.0048878833883407,0.0026846556337543,1,13,14,22,energy_limited
01022500,"Narraguagus River at Cherryfield, Maine",44.60797,-67.93524,0.587356423405076,0.602268929482991,3.60812594113621,2.11925594798084,0.245259009248271,PRCP,1,0.0166805733564089,0.0166805733564089,0.0047753980402072,0.0083002251135609,0.0061919504793522,1,1,1,1,energy_limited
01030500,"Mattawamkeag River near Mattawamkeag, Maine",45.50097,-68.30596,0.624111385131731,0.555858982560286,3.2744052019165,2.04359356605065,0.27701840295357,PRCP,1,0.0134275816762943,0.0134275816762943,0.0040720228727942,0.0074603722373123,0.0059494066838827,1,5,2,2,energy_limited
01031500,"Piscataquis River near Dover-Foxcroft, Maine",45.17501,-69.3147,0.587950340389816,0.576289279160751,3.5229568788501,2.07132369609856,0.291836473001958,PRCP,1,0.0038589515480295,0.0038589515480295,0.0014806788693391,0.0013509524246606,0.0015973129392197,1,1,6,1,energy_limited
01047000,"Carrabassett River near North Anson, Maine",44.8692,-69.9551,0.628929335570973,0.65686843497944,3.32314579055441,2.09002387405886,0.280118126940736,PRCP,1,0.0022771925556681,0.0022771925556681,0.0013893350946952,0.0015412782745708,0.0013299539963271,1,3,17,1,energy_limited
01052500,"Diamond River near Wentworth Location, NH",44.87739,-71.05749,0.561914458543945,0.644651819954492,3.73085831622177,2.09642323066393,0.352698254049326,Tair,1,0.0066120198948291,0.0036150187896995,0.0054710882352533,0.0066120198948291,0.0043856872052815,1,2,1,1,energy_limited
01054200,"Wild River at Gilead, Maine",44.39044,-70.97964,0.523306104932953,0.671662858004331,4.06713210130048,2.12835505817933,0.299641539662879,Tair,12,0.0037378576441534,0.0021149152665537,0.0028884334131273,0.0037378576441534,0.003327869905504,1,2,12,1,energy_limited
01055000,"Swift River near Roxbury, Maine",44.64275,-70.58878,0.599062793707035,0.652483626799972,3.49418343600274,2.09323529089665,0.306048851694867,SRAD,2,0.0035159246617638,0.0031355322927631,0.0035159246617638,0.0027139308321711,0.003184383862478,1,2,12,1,energy_limited
01057000,"Little Androscoggin River near South Paris, Maine",44.30399,-70.53968,0.597323619284961,0.510727007805829,3.57049965776865,2.13274377823409,0.251157672769098,PRCP,1,0.0022553647421092,0.0022553647421092,0.0014729518740313,0.0017499583378014,0.0011845067508131,1,3,17,1,energy_limited
01073000,"OYSTER RIVER NEAR DURHAM, NH",43.1487,-70.96506,0.63020261356176,0.486206602514752,3.50302532511978,2.20761571526352,0.17503243505174,PRCP,1,0.0056891769999337,0.0056891769999337,0.0025077205156804,0.0028506196732101,0.0019599539807941,1,1,1,1,energy_limited
01078000,"SMITH RIVER NEAR BRISTOL, NH",43.56646,-71.74786,0.613026372714384,0.492803378546533,3.56288843258042,2.18414457221081,0.23971852199071,PRCP,1,0.0040309908767237,0.0040309908767237,0.0033151853652574,0.0033623920009349,0.003792717325043,1,2,1,1,energy_limited
01118300,"PENDLETON HILL BROOK NEAR CLARKS FALLS, CT.",41.47482,-71.83424,0.592707672054773,0.546404882602351,3.89743052703628,2.31003697467488,0.111232483325858,PRCP,1,0.0041191367215902,0.0041191367215902,0.0014043736566376,0.0019076214283969,0.0016508527538713,1,30,26,16,energy_limited
01121000,"MOUNT HOPE RIVER NEAR WARRENVILLE, CT.",41.84371,-72.16897,0.618726258767883,0.52649357815708,3.71959069130732,2.30140843258042,0.154227151059507,Tair,25,0.0030093761529104,0.0025163572351848,0.0021921050536729,0.0030093761529104,0.0028231668629654,1,25,25,18,energy_limited
01123000,"LITTLE RIVER NEAR HANOVER, CT.",41.67177,-72.0523,0.603082478614581,0.45429529711326,3.82424229979466,2.30633352498289,0.136053399026134,PRCP,1,0.0053248579832909,0.0053248579832909,0.0020367159833917,0.0026990401657905,0.002488766931581,1,23,25,21,energy_limited
01134500,"MOOSE RIVER AT VICTORY, VT",44.51172,-71.83731,0.603244622366455,0.599172754886935,3.46741273100616,2.09169808350445,0.280582089228151,PRCP,1,0.0077420425534474,0.0077420425534474,0.0040084618552425,0.0064513537251381,0.0062391948330044,1,2,1,1,energy_limited
01137500,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",44.26867,-71.63036,0.538138265121706,0.597226132140909,3.9841916495551,2.14404598220397,0.301814975818189,SRAD,2,0.0051557637757875,0.0042416258211395,0.0051557637757875,0.0046173946421107,0.0035872724749064,1,2,8,1,energy_limited
01139000,"WELLS RIVER AT WELLS RIVER, VT",44.15034,-72.06509,0.674413209612946,0.541536747426106,3.13454757015743,2.11398028747433,0.246562671549799,SRAD,2,0.0075702468642309,0.0061410539578434,0.0075702468642309,0.0067175282241053,0.0048811063457987,1,2,1,23,energy_limited
01139800,"EAST ORANGE BRANCH AT EAST ORANGE, VT",44.09284,-72.33565,0.643915671936808,0.548410572565566,3.30351540041068,2.12718533880903,0.26232897318021,SRAD,1,0.008486919008784,0.0052555189134645,0.008486919008784,0.0066271408224465,0.0060024138880259,1,1,19,27,energy_limited
01142500,"AYERS BROOK AT RANDOLPH, VT",43.93451,-72.65788,0.647740582076158,0.519815262322349,3.31467077344285,2.1470467761807,0.252307890542821,Tair,13,0.0029607460051645,0.0024649027488251,0.0029503376175203,0.0029607460051645,0.0024418687494694,1,2,13,11,energy_limited
01144000,"WHITE RIVER AT WEST HARTFORD, VT",43.71424,-72.41815,0.630759674709817,0.543359055776503,3.42085968514716,2.15774034223135,0.248466348504845,Tair,13,0.0042858177017838,0.0024660354135466,0.0035960133502033,0.0042858177017838,0.003629315863565,1,2,13,1,energy_limited
01162500,"PRIEST BROOK NEAR WINCHENDON, MA",42.68259,-72.11508,0.596661752063771,0.485229191630436,3.78353456536619,2.25749036276523,0.226769184680043,PRCP,1,0.0083302631617389,0.0083302631617389,0.0025960303220403,0.0041888416343064,0.0040922900790916,1,10,1,30,energy_limited
01169000,"NORTH RIVER AT SHATTUCKVILLE, MA",42.63842,-72.72509,0.574450648160949,0.570484016884238,3.92116632443532,2.25251653661875,0.238972605896079,Tair,25,0.0022491391373722,0.0009122436550094,0.0018934375937199,0.0022491391373722,0.0018730049023066,2,4,25,26,energy_limited
01170100,"GREEN RIVER NEAR COLRAIN, MA",42.70342,-72.67065,0.575873759926214,0.557636460056619,3.89458179329227,2.24278746064339,0.234653735405934,Tair,26,0.0032015516533556,0.001146237742249,0.0022026855494247,0.0032015516533556,0.0027230456508276,2,3,26,20,energy_limited
01181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",42.23731,-72.89565,0.593993318681319,0.563934955144295,3.81502395619439,2.26609874058864,0.217563041040592,Tair,25,0.0016477936514809,0.0006664348392192,0.0013100827772133,0.0016477936514809,0.0014107365856269,5,3,25,21,energy_limited
01187300,"HUBBARD RIVER NR. WEST HARTLAND, CT.",42.03732,-72.93899,0.57727769906224,0.506828688234216,3.95060780287474,2.28059778234086,0.201269335695146,Tair,12,0.0017901054111375,0.0010926525933692,0.0015477747407687,0.0017901054111375,0.0016219220513133,1,16,12,8,energy_limited
01195100,"INDIAN RIVER NEAR CLINTON, CT.",41.30593,-72.5312,0.639240948040801,0.440559883929016,3.68248186173854,2.35399319644079,0.106042892091717,PRCP,1,0.0032261253695324,0.0032261253695324,0.0017636702290642,0.0013513863566265,0.0013026955420649,1,1,3,20,energy_limited
01333000,"GREEN RIVER AT WILLIAMSTOWN, MA",42.70897,-73.19677,0.597283085492449,0.55824317757751,3.7046392881588,2.21271838466804,0.222244968016498,Tair,23,0.0067962756707259,0.002316625609478,0.0031122796361615,0.0067962756707259,0.0062615024504876,1,1,23,21,energy_limited
01350000,SCHOHARIE CREEK AT PRATTSVILLE NY,42.31953,-74.43654,0.580392881071257,0.544607098819415,3.86979603011636,2.24600206707734,0.231159657658639,Tair,24,0.0014534942848165,0.0006725207741023,0.0012702598372992,0.0014534942848165,0.0010813493268576,9,12,24,13,energy_limited
01350080,MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY,42.37703,-74.41292,0.641037691812962,0.439351612145991,3.49282546201232,2.23903277207392,0.221156578322867,SRAD,26,0.0026037850446072,0.0011173922809831,0.0026037850446072,0.0021164762669349,0.0015446704105401,12,26,13,28,energy_limited
01350140,MINE KILL NEAR NORTH BLENHEIM NY,42.42897,-74.47293,0.639883125621386,0.428298151238039,3.50142231348392,2.24050105407255,0.219859026682811,Tair,27,0.0045376971505355,0.0023521381090225,0.0026273501448168,0.0045376971505355,0.0037121929520026,1,26,27,30,energy_limited
01365000,RONDOUT CREEK NEAR LOWES CORNERS NY,41.86648,-74.4871,0.546833503767649,0.64567313638997,4.21143600273785,2.30295430527036,0.202270211093681,PRCP,1,0.00229053603036,0.00229053603036,0.0018455518651029,0.0021401165656507,0.0018488316799959,1,10,1,14,energy_limited
01411300,TUCKAHOE RIVER AT HEAD OF RIVER NJ,39.30694,-74.82056,0.79829446997973,0.374178811377067,3.17544969199179,2.53494392881588,0.0480948550351646,PRCP,1,0.0094984241843267,0.0094984241843267,0.0034262761417212,0.0015135359715714,0.0012647838723277,1,1,28,4,energy_limited
01413500,EAST BR DELAWARE R AT MARGARETVILLE NY,42.14481,-74.65349,0.583102020770268,0.511237169194687,3.83254620123203,2.23476543463381,0.216908033968228,Tair,25,0.0021778773547274,0.0011784784693166,0.0014439335580371,0.0021778773547274,0.0018257984107079,9,27,25,28,energy_limited
01414500,MILL BROOK NEAR DUNRAVEN NY,42.1062,-74.73043,0.560241764977201,0.562712057263301,3.97997125256674,2.22974611909651,0.216628505016047,Tair,24,0.0028737186597897,0.0021327783072487,0.0021707270230729,0.0028737186597897,0.0026862382834794,1,27,24,11,energy_limited
01415000,TREMPER KILL NEAR ANDES NY,42.12009,-74.81849,0.593013196113873,0.479676467756593,3.77312251882272,2.23751144421629,0.213452184948768,Tair,23,0.0023859164299531,0.0013168174013687,0.0020790492898737,0.0023859164299531,0.0021859887444086,1,29,23,30,energy_limited
01423000,WEST BRANCH DELAWARE RIVER AT WALTON NY,42.1662,-75.13989,0.601215979319906,0.496978105834379,3.70376043805613,2.22675995893224,0.217830297712483,Tair,11,0.0033443844142257,0.0021481855645947,0.0021773322987349,0.0033443844142257,0.0031413653618251,1,29,11,24,energy_limited
01434025,BISCUIT BK ABOVE PIGEON BK AT FROST VALLEY NY,41.99537,-74.50099,0.512155357688285,0.634761838781561,4.43700205338809,2.27243437371663,0.23781373120698,Tair,12,0.0027830004744889,0.0016908901286924,0.0016030234808475,0.0027830004744889,0.0020469528387142,1,10,12,27,energy_limited
01435000,NEVERSINK RIVER NEAR CLARYVILLE NY,41.89009,-74.58988,0.532018806954623,0.687251847880788,4.31765366187543,2.29707295003422,0.223616269388589,Tair,24,0.0026938610507066,0.0018645710621857,0.0018844087917632,0.0026938610507066,0.002192267380195,1,9,24,27,energy_limited
01439500,"Bush Kill at Shoemakers, PA",41.08815,-75.03767,0.636544584519553,0.550426939143426,3.68325804243669,2.34455796030116,0.163765228832016,PRCP,1,0.0050558685996535,0.0050558685996535,0.0025956268148081,0.0035051198777791,0.0029179671418481,1,1,13,26,energy_limited
01440000,FLAT BROOK NEAR FLATBROOKVILLE NJ,41.10667,-74.95222,0.660024329042491,0.506237971462614,3.5498932238193,2.34301589322382,0.147767408338048,PRCP,1,0.0045639024212082,0.0045639024212082,0.0024902173510137,0.002384307254026,0.002016387537162,1,1,1,25,energy_limited
01440400,"Brodhead Creek near Analomink, PA",41.08481,-75.21462,0.622481152138559,0.551243771791167,3.75335112936345,2.33639033538672,0.172223371092882,PRCP,1,0.0025880487028968,0.0025880487028968,0.0015254251438003,0.0020460802377703,0.0015137051897125,1,2,14,9,energy_limited
01451800,"Jordan Creek near Schnecksville, PA",40.66176,-75.62685,0.690467501571846,0.502370836246927,3.50320739219713,2.41885085557837,0.128362665991427,VP,24,0.0050530089765948,0.0034313423727826,0.0039089271730992,0.0045498552152693,0.0050530089765948,2,1,27,24,energy_limited
01466500,MCDONALDS BRANCH IN LEBANON STATE FOREST NJ,39.885,-74.50528,0.864395949341242,0.241045546354964,3.53983709787817,3.05982084873374,0.0626617697616761,PRCP,1,0.0050857771556291,0.0050857771556291,0.0016666219887661,0.001897614907423,0.0020911415453268,1,1,24,30,energy_limited
01484100,"BEAVERDAM BRANCH AT HOUSTON, DE",38.90578,-75.51275,0.783619502182434,0.300141865209522,3.32127310061602,2.60261437371663,0.042571686471381,PRCP,1,0.0030044620157695,0.0030044620157695,0.0016558559770796,0.0013813045960237,0.0011883906192709,1,1,29,30,energy_limited
01485500,"NASSAWANGO CREEK NEAR SNOW HILL, MD",38.22892,-75.47144,0.81167578909305,0.2831846592791,3.24057905544148,2.63029956194387,0.0316363803800455,PRCP,1,0.0106199484803114,0.0106199484803114,0.0029891880435809,0.0017052835758782,0.001706571777213,1,1,2,17,energy_limited
01486000,"MANOKIN BRANCH NEAR PRINCESS ANNE, MD",38.21389,-75.67139,0.816886863958066,0.383131752901683,3.27441615331964,2.67482754277892,0.0306008333747916,PRCP,1,0.0039940576517083,0.0039940576517083,0.0024658622121761,0.0029542817329892,0.0026750736573273,1,1,17,28,energy_limited
01487000,"NANTICOKE RIVER NEAR BRIDGEVILLE, DE",38.72833,-75.56186,0.780934310387804,0.39071341206459,3.33903901437372,2.60757013004791,0.0424689894259026,PRCP,1,0.0105096962607444,0.0105096962607444,0.0050074745696715,0.0041694894114866,0.0040080220988887,1,1,7,16,energy_limited
01491000,"CHOPTANK RIVER NEAR GREENSBORO, MD",38.99719,-75.78581,0.784386246778647,0.372009472420895,3.30507597535934,2.59245613963039,0.0500257211233794,PRCP,1,0.005742055028134,0.005742055028134,0.0020038278926264,0.0016784479559185,0.0014553810332838,1,1,23,29,energy_limited
01510000,OTSELIC RIVER AT CINCINNATUS NY,42.54118,-75.89964,0.647206696488938,0.548786686711458,3.46229431895962,2.24082006844627,0.237057400622962,Tair,14,0.0036509548364904,0.0017555879453234,0.0019500592691575,0.0036509548364904,0.0030440426332127,1,3,14,9,energy_limited
01516500,"Corey Creek near Mainesburg, PA",41.79091,-77.01469,0.712019857879042,0.323373524799016,3.18264339493498,2.26610529774127,0.199238597784613,Tair,19,0.0023843683775613,0.0010756996397244,0.0016272849554311,0.0023843683775613,0.0021257974082035,9,16,19,30,energy_limited
01518862,"Cowanesque River at Westfield, PA",41.92313,-77.53193,0.748038710131879,0.395290298333401,3.03164134154689,2.26778507871321,0.201111344911574,Tair,28,0.002357168015853,0.0017873541250994,0.0020157950199749,0.002357168015853,0.0022207992424778,1,1,28,3,energy_limited
01532000,"Towanda Creek near Monroeton, PA",41.70702,-76.48467,0.718889115490327,0.421819974940574,3.19507871321013,2.2969073100616,0.176741266621108,Tair,30,0.001417329725877,0.0006554222582066,0.0010371442101772,0.001417329725877,0.0012836726679052,26,24,30,28,energy_limited
