gauge_id,p_mean_z,pet_mean_z,p_seasonality_z,frac_snow_z,aridity_z,high_prec_freq_z,high_prec_dur_z,low_prec_freq_z,low_prec_dur_z,glim_1st_class_frac_z,glim_2nd_class_frac_z,carbonate_rocks_frac_z,geol_porostiy_z,geol_permeability_z,q_mean_z,runoff_ratio_z,slope_fdc_z,baseflow_index_z,stream_elas_z,q5_z,q95_z,high_q_freq_z,high_q_dur_z,low_q_freq_z,low_q_dur_z,zero_q_freq_z,hfd_mean_z,soil_depth_pelletier_z,soil_depth_statsgo_z,soil_porosity_z,soil_conductivity_z,max_water_content_z,sand_frac_z,silt_frac_z,clay_frac_z,water_frac_z,organic_frac_z,other_frac_z,gauge_lat_z,gauge_lon_z,elev_mean_z,slope_mean_z,area_gages2_z,area_geospa_fabric_z,frac_forest_z,lai_max_z,lai_diff_z,gvf_max_z,gvf_diff_z,dom_land_cover_frac_z,root_depth_50_z,root_depth_99_z
01013500,-0.0929092607715207,-1.470002465480191,0.4345976215945523,0.6681985072552684,-0.6921079392568464,-1.7559100498627087,-0.004595250350164755,-1.4935712386472921,-0.7897229892503942,0.1501614546145275,0.16908130025054752,-0.455193183532494,0.6472628165656709,-0.6891283765625841,0.13298398754771368,0.6701226589012125,0.5734490927683012,0.5775485054392137,0.016873933812749712,0.25709916150044915,0.26661125735463953,-0.6756790697318172,0.17894437746589065,-0.8058173539172778,-0.09756241733889445,-0.29841459198804116,0.7374515453951336,-0.21355963293948355,-0.1657460387244766,0.7856580925429639,-0.4164462188407763,0.20458360479444315,-0.5519879375010834,1.6072059289553127,-0.38735497160780197,5.628303754750983,-0.04770510096249919,-0.5838681799918696,1.5349322042268092,1.678058851595827,-0.6477275438798152,-0.5210817095827431,0.8578874922571427,0.8748542987993584,0.715878194747044,0.6258226486576479,0.6688685116434484,0.4899223354871689,0.32914573213178966,0.39948009636079274,,
01022500,0.2484356052109869,-1.2038604858913802,-0.13888127315708257,0.3328045395930376,-0.7623042696779118,-0.08382398660144773,-0.7559570942148113,-0.5979522108069384,-0.7162390759506475,-0.9639775365686539,0.06395072186519225,-0.455193183532494,-0.7959834247585212,-0.27701680520339106,0.44012750132619355,0.9223707156608566,1.0622832944643907,0.388186070281404,-0.16586386563056027,0.12216750242583659,0.4185022933060875,-0.7513479623846293,-0.4589062513706977,-0.5164156828236363,-0.23729625945246108,-0.29841459198804116,-0.4852286220072013,0.40272465615941144,0.7356105349336524,-1.1325778843435421,0.41676149534274576,0.6691349191943433,1.466734315558819,-0.4359919148689025,-0.8420880165970381,1.2006106603543218,-0.15419534225054646,-0.5625646681949684,1.029984286657303,1.7179884972222348,-0.8482753943525173,-0.6028035807907929,-0.12868651523129815,-0.10977418275359019,0.7612309903374134,1.0889980407833055,0.9732292692022696,0.8426361365060424,0.10072191222826278,0.05721579766689896,1.8954286155040554,1.3521840868075303
01030500,0.011828311251092799,-1.340195896471263,0.16805584534758788,0.48903361670353523,-0.7025836701573156,-0.8318624885867489,-0.7430514769223162,-1.1119720344164261,-0.7624857540977085,-1.0498097336685954,0.9154439474796282,-0.2553170595112317,-0.12323517681059099,-0.5117371838918879,0.21137466424942958,0.7233816314201952,1.2491582638734493,0.10465682564152702,-0.5828674250151892,-0.23985301235019976,0.36419559512575683,-0.4641501198160015,0.029082875010174668,-0.22336609150612527,-0.13305273978286894,-0.29841459198804116,0.07094174682337316,0.5011650589117164,0.6227461212927579,0.6984123530367369,-0.2960548400819288,0.8516933700958905,-0.27084718393266655,1.3523150081825803,-0.5481829936127017,1.635328276381478,0.19240551590175708,-0.5825597936125908,1.2014740031687656,1.6951236250773136,-0.7832369745329112,-0.7088877290557413,1.694263230712012,1.677344319813075,0.6404691085879088,0.96651359892596,0.9123895801001617,0.810353769204225,0.19280929225180068,0.8985700115359113,,
01031500,0.1880509212871296,-1.2902292080182935,0.2756197569672194,0.5619258585926524,-0.7613392549770962,-0.4468426713884324,-1.0505953356372952,-0.7773607919005548,-0.7751812505728345,-1.6650201766912691,2.0066863172436107,-0.35453469423963463,-0.7427960632754583,-0.8065729976977275,0.3475647479936711,0.8109793616667411,0.5060552455903767,-0.2854933502743073,-0.23520616205455874,-0.22428614929261065,0.5982238638864188,-0.23542369429727408,-0.36026663728006764,-0.1558795673645408,-0.35029626426361965,-0.29841459198804116,-0.045361976417336906,-0.22293223834570428,-0.05230168975719431,0.3229742622863341,-0.24121783102980207,0.21186043823174971,-0.07673422968020653,1.2815357851601683,-0.7759417401305618,0.6113031773989082,-0.15419534225054646,-0.5838681799918696,1.1388773760757347,1.632907636925966,-0.6509209404711144,-0.3530279011848932,-0.01384767909073731,-0.02429900050458158,0.8460326672992875,1.109961286334623,1.1562775208587146,0.882635973791775,0.510691228091523,1.0330762608124098,2.3017214394770344,1.8865832595001222
01047000,0.04638528487698343,-1.2565335143975636,0.3584459768708169,0.5042816098581218,-0.6947553151495784,-0.18282908245244325,-0.965453977376378,-0.5338777175592184,-0.7070249247624639,-2.3596796775913664,0.9265930001273415,-0.455193183532494,-1.0662327209427325,-0.5033784365932686,0.4464837767324266,1.156473668134091,0.35218835789491176,-0.11074597163844407,-0.4127052796643544,0.09146414836751272,0.6153657169961717,-0.3712837515602776,-0.4307433439117973,-0.4385933847144218,-0.438998714493408,-0.29841459198804116,0.06795960007361154,-0.3394950345741346,0.3688033322769005,-0.8424265201601793,0.5745044434813078,0.2258847745995735,1.1962545447480997,0.024663769140837743,-1.0281432068025054,-0.10846742647487503,-0.15419534225054646,-0.5750806383625208,1.0801503097752079,1.5934097298219325,-0.5713023115135447,0.07907150564585469,0.06844026668304401,0.056649476916460426,0.9421054532244489,1.2307081651333973,1.3887954392547468,1.0057017167700444,0.8260678118175695,0.22007002977730675,2.0115875144599005,1.688708950999935
01052500,0.33545259797614607,-1.2450025674733143,0.36663889505910807,0.861313812045461,-0.8036431617107335,-1.6349038216003804,-1.1511521699470157,-1.7413259458718093,-0.9555059879334648,-1.4249731813765072,1.5210721691573184,-0.455193183532494,-0.7945459285022223,-1.0808074545251536,0.5905161615892407,1.10409323683595,0.12581098781149994,-0.1955194025573233,-1.0340650596852214,0.49771336033200303,0.7315824063748432,-0.4005194600852277,-0.43667749090895125,-0.5924140208209161,-0.6911303213548188,-0.29841459198804116,0.4377457970440731,-0.589400960130422,0.7465773882697765,0.41157395106629857,-0.31366638839861266,0.5962850997908157,-0.3782061655100174,1.4153604198316247,-0.9380456674263984,-0.10846742647487503,-0.15419534225054646,-0.24657950703013798,1.081723099000548,1.5254176970105406,-0.1828529699775082,0.29406382040615936,-0.24019387937944678,-0.24094335055932162,0.9673312685232343,1.0425794395826358,1.2563436348632184,0.9382778185882318,1.0404844001268578,-1.176319616654874,1.5132641394274196,1.3488473052510674
01054200,0.5738699960172726,-1.187464875639944,0.2772674370134233,0.6003201167619496,-0.866375209734592,-0.7548585251470854,-0.8121176404152999,-0.9781275374100771,-0.8407991638458056,0.42487150839218163,-0.3557230981181687,-0.455193183532494,-1.4026068449166975,-0.2777766913214471,0.8022123178829628,1.2199068087600664,0.16243046285560142,-0.335013075405347,-0.6081187606243292,0.31551019543819847,1.0204858661739749,-0.3334493052338715,-0.4992311013351044,-0.3090922167670569,-0.5689038150356072,-0.29841459198804116,0.027700618951826666,-0.6132070622580114,0.6822805385298423,-1.0242339280420751,0.7741802734379675,0.45310501965861816,1.40185106635115,-0.15259330801440063,-1.0766800378298282,-0.10846742647487503,-0.15419534225054646,-0.5838681799918696,0.9882103134963411,1.5302192461486557,-0.36528370194021054,0.9325860780952148,-0.3593747927729048,-0.36655063685162115,0.9673312685232343,1.186643958845279,1.3757298207374933,0.9779490497800846,0.890760844617112,-1.2450052114164827,1.4887526160961346,1.332130195284706
01055000,0.16765061153730215,-1.2507468893673443,0.3953294216111399,0.6318386166050199,-0.7432833968542002,-0.39183984036010144,-0.952560654311021,-0.8485546732869104,-0.8048681547693914,-0.5178930925192464,0.09000469933349022,-0.455193183532494,0.27495128618423076,-0.3985985840923958,0.5093683760807642,1.137673194915354,0.22089218109810854,-0.32835042110914436,-0.5968643414266998,0.050682046056770215,0.6855236811255351,-0.3265703149927068,-0.4824679184293352,-0.2920685890556663,-0.6161187825509734,-0.29841459198804116,0.10523643444563395,-0.5385546918114723,0.2831915084436619,-0.7882877703342588,0.5317084261161986,0.12939440607205904,1.1129980046027028,0.06609585076257965,-1.0235614870548808,-0.10846742647487503,-0.15419534225054646,-0.5376317589391383,1.0366633598266966,1.554326291699378,-0.42786664151232384,0.5648828606260816,-0.3184452797232682,-0.32571086965046986,0.9447890505966602,1.193357647215575,1.4024761496430698,0.9746932243420922,1.0007947494633191,-1.553273671705446,1.3787422189692895,1.257101977684695
01057000,0.2217586503708942,-1.1795568778301742,0.22830777149568657,0.3618209234256548,-0.7461092612893091,-0.12782625142411233,-0.9428480348470007,-0.43705403887377464,-0.6894778543156869,-1.6542235535556835,1.7658141615158909,-0.1583565268916862,-1.4557942063997604,-0.08831175255274502,0.2136061419498252,0.529872030098751,0.583329181779821,-0.10327839021099176,-0.706995680988751,-0.34736181897830803,0.36646580967953707,-0.40911819788668363,-0.44542362291832094,-0.2999724162073833,-0.3905944653041302,-0.29841459198804116,-0.13333530553530945,-0.4380525660171335,0.7658035338928006,-1.6323497194881986,1.5041090531498,0.6069304141990262,2.0820825331771595,-0.8236866448217791,-1.294889174525695,-0.10846742647487503,-0.15419534225054646,-0.5838681799918696,0.9716086494510826,1.5573546290491718,-0.6919007429435228,-0.28672809391339943,-0.3535344344652191,-0.3569767146250303,0.8103408222488785,1.4123618875153345,1.6032926342200158,1.0896360064290682,0.9153811328091658,-1.506891693898347,0.9820439218871205,0.8053901899495103
01073000,0.17391949210603092,-1.044645763278737,0.1358464832200672,-0.012650193490401572,-0.6926864536573072,-0.017820589367450436,-0.6451352276223566,-0.16082177909471532,-0.605624782815373,0.7806718676010896,-0.6873713129695347,-0.455193183532494,-1.6728561411009089,-0.18093342716471716,0.13560204359471387,0.4247373915651697,1.0698259307980096,0.0643237682668804,0.572573167665536,-0.39319338924640107,0.14737410753414024,-0.6154879051216258,-0.4671374924330383,-0.14128788646906307,-0.4532793548380818,-0.29841459198804116,-0.41067495326315645,0.5564429758407716,0.04608704362800202,-1.1117580718628262,0.7935758696304716,-0.12245079279102883,1.2863389799515557,-0.3549371619184808,-1.0642331269865173,-0.10846742647487503,-0.15419534225054646,-0.3316407421271063,0.749749349799876,1.5311184958138293,-0.9182629427538582,-0.8795452708021202,-0.4473209528830054,-0.45382129504660623,0.7011184091998823,1.1367289132721246,1.1894490620260492,0.7088713843591585,0.379602021295156,-1.1826046189914907,1.3792378717175058,0.6732355793400137
