gauge_id,rank_1_forcing,rank_1_peak_te,rank_1_peak_lag,rank_2_forcing,rank_2_peak_te,rank_2_peak_lag,rank_3_forcing,rank_3_peak_te,rank_3_peak_lag,rank_4_forcing,rank_4_peak_te,rank_4_peak_lag
01013500,Tair,0.0048878833883407,14,SRAD,0.0030632665038131,13,PRCP,0.0027614217385353,1,VP,0.0026846556337543,22
01022500,PRCP,0.0166805733564089,1,Tair,0.0083002251135609,1,VP,0.0061919504793522,1,SRAD,0.0047753980402072,1
01030500,PRCP,0.0134275816762943,1,Tair,0.0074603722373123,2,VP,0.0059494066838827,2,SRAD,0.0040720228727942,5
01031500,PRCP,0.0038589515480295,1,VP,0.0015973129392197,1,SRAD,0.0014806788693391,1,Tair,0.0013509524246606,6
01047000,PRCP,0.0022771925556681,1,Tair,0.0015412782745708,17,SRAD,0.0013893350946952,3,VP,0.0013299539963271,1
01052500,Tair,0.0066120198948291,1,SRAD,0.0054710882352533,2,VP,0.0043856872052815,1,PRCP,0.0036150187896995,1
01054200,Tair,0.0037378576441534,12,VP,0.003327869905504,1,SRAD,0.0028884334131273,2,PRCP,0.0021149152665537,1
01055000,SRAD,0.0035159246617638,2,VP,0.003184383862478,1,PRCP,0.0031355322927631,1,Tair,0.0027139308321711,12
01057000,PRCP,0.0022553647421092,1,Tair,0.0017499583378014,17,SRAD,0.0014729518740313,3,VP,0.0011845067508131,1
01073000,PRCP,0.0056891769999337,1,Tair,0.0028506196732101,1,SRAD,0.0025077205156804,1,VP,0.0019599539807941,1
01078000,PRCP,0.0040309908767237,1,VP,0.003792717325043,1,Tair,0.0033623920009349,1,SRAD,0.0033151853652574,2
01118300,PRCP,0.0041191367215902,1,Tair,0.0019076214283969,26,VP,0.0016508527538713,16,SRAD,0.0014043736566376,30
01121000,Tair,0.0030093761529104,25,VP,0.0028231668629654,18,PRCP,0.0025163572351848,1,SRAD,0.0021921050536729,25
01123000,PRCP,0.0053248579832909,1,Tair,0.0026990401657905,25,VP,0.002488766931581,21,SRAD,0.0020367159833917,23
01134500,PRCP,0.0077420425534474,1,Tair,0.0064513537251381,1,VP,0.0062391948330044,1,SRAD,0.0040084618552425,2
01137500,SRAD,0.0051557637757875,2,Tair,0.0046173946421107,8,PRCP,0.0042416258211395,1,VP,0.0035872724749064,1
01139000,SRAD,0.0075702468642309,2,Tair,0.0067175282241053,1,PRCP,0.0061410539578434,1,VP,0.0048811063457987,23
01139800,SRAD,0.008486919008784,1,Tair,0.0066271408224465,19,VP,0.0060024138880259,27,PRCP,0.0052555189134645,1
01142500,Tair,0.0029607460051645,13,SRAD,0.0029503376175203,2,PRCP,0.0024649027488251,1,VP,0.0024418687494694,11
01144000,Tair,0.0042858177017838,13,VP,0.003629315863565,1,SRAD,0.0035960133502033,2,PRCP,0.0024660354135466,1
01162500,PRCP,0.0083302631617389,1,Tair,0.0041888416343064,1,VP,0.0040922900790916,30,SRAD,0.0025960303220403,10
01169000,Tair,0.0022491391373722,25,SRAD,0.0018934375937199,4,VP,0.0018730049023066,26,PRCP,0.0009122436550094,2
01170100,Tair,0.0032015516533556,26,VP,0.0027230456508276,20,SRAD,0.0022026855494247,3,PRCP,0.001146237742249,2
01181000,Tair,0.0016477936514809,25,VP,0.0014107365856269,21,SRAD,0.0013100827772133,3,PRCP,0.0006664348392192,5
01187300,Tair,0.0017901054111375,12,VP,0.0016219220513133,8,SRAD,0.0015477747407687,16,PRCP,0.0010926525933692,1
01195100,PRCP,0.0032261253695324,1,SRAD,0.0017636702290642,1,Tair,0.0013513863566265,3,VP,0.0013026955420649,20
01333000,Tair,0.0067962756707259,23,VP,0.0062615024504876,21,SRAD,0.0031122796361615,1,PRCP,0.002316625609478,1
01350000,Tair,0.0014534942848165,24,SRAD,0.0012702598372992,12,VP,0.0010813493268576,13,PRCP,0.0006725207741023,9
01350080,SRAD,0.0026037850446072,26,Tair,0.0021164762669349,13,VP,0.0015446704105401,28,PRCP,0.0011173922809831,12
01350140,Tair,0.0045376971505355,27,VP,0.0037121929520026,30,SRAD,0.0026273501448168,26,PRCP,0.0023521381090225,1
01365000,PRCP,0.00229053603036,1,Tair,0.0021401165656507,1,VP,0.0018488316799959,14,SRAD,0.0018455518651029,10
01411300,PRCP,0.0094984241843267,1,SRAD,0.0034262761417212,1,Tair,0.0015135359715714,28,VP,0.0012647838723277,4
01413500,Tair,0.0021778773547274,25,VP,0.0018257984107079,28,SRAD,0.0014439335580371,27,PRCP,0.0011784784693166,9
01414500,Tair,0.0028737186597897,24,VP,0.0026862382834794,11,SRAD,0.0021707270230729,27,PRCP,0.0021327783072487,1
01415000,Tair,0.0023859164299531,23,VP,0.0021859887444086,30,SRAD,0.0020790492898737,29,PRCP,0.0013168174013687,1
01423000,Tair,0.0033443844142257,11,VP,0.0031413653618251,24,SRAD,0.0021773322987349,29,PRCP,0.0021481855645947,1
01434025,Tair,0.0027830004744889,12,VP,0.0020469528387142,27,PRCP,0.0016908901286924,1,SRAD,0.0016030234808475,10
01435000,Tair,0.0026938610507066,24,VP,0.002192267380195,27,SRAD,0.0018844087917632,9,PRCP,0.0018645710621857,1
01439500,PRCP,0.0050558685996535,1,Tair,0.0035051198777791,13,VP,0.0029179671418481,26,SRAD,0.0025956268148081,1
01440000,PRCP,0.0045639024212082,1,SRAD,0.0024902173510137,1,Tair,0.002384307254026,1,VP,0.002016387537162,25
01440400,PRCP,0.0025880487028968,1,Tair,0.0020460802377703,14,SRAD,0.0015254251438003,2,VP,0.0015137051897125,9
01451800,VP,0.0050530089765948,24,Tair,0.0045498552152693,27,SRAD,0.0039089271730992,1,PRCP,0.0034313423727826,2
01466500,PRCP,0.0050857771556291,1,VP,0.0020911415453268,30,Tair,0.001897614907423,24,SRAD,0.0016666219887661,1
01484100,PRCP,0.0030044620157695,1,SRAD,0.0016558559770796,1,Tair,0.0013813045960237,29,VP,0.0011883906192709,30
01485500,PRCP,0.0106199484803114,1,SRAD,0.0029891880435809,1,VP,0.001706571777213,17,Tair,0.0017052835758782,2
01486000,PRCP,0.0039940576517083,1,Tair,0.0029542817329892,17,VP,0.0026750736573273,28,SRAD,0.0024658622121761,1
01487000,PRCP,0.0105096962607444,1,SRAD,0.0050074745696715,1,Tair,0.0041694894114866,7,VP,0.0040080220988887,16
01491000,PRCP,0.005742055028134,1,SRAD,0.0020038278926264,1,Tair,0.0016784479559185,23,VP,0.0014553810332838,29
01510000,Tair,0.0036509548364904,14,VP,0.0030440426332127,9,SRAD,0.0019500592691575,3,PRCP,0.0017555879453234,1
01516500,Tair,0.0023843683775613,19,VP,0.0021257974082035,30,SRAD,0.0016272849554311,16,PRCP,0.0010756996397244,9
01518862,Tair,0.002357168015853,28,VP,0.0022207992424778,3,SRAD,0.0020157950199749,1,PRCP,0.0017873541250994,1
01532000,Tair,0.001417329725877,30,VP,0.0012836726679052,28,SRAD,0.0010371442101772,24,PRCP,0.0006554222582066,26
01539000,SRAD,0.0015153822326296,8,Tair,0.0013882674187413,30,VP,0.0013282031514602,17,PRCP,0.0011752912130433,1
01542810,VP,0.0043341120982658,1,Tair,0.0037758003375574,21,SRAD,0.003000937692776,23,PRCP,0.002361625783767,1
01543000,VP,0.0028918581500748,1,Tair,0.0026351587532701,8,SRAD,0.0022213318010947,26,PRCP,0.0021459057440014,1
01543500,VP,0.0030004073216606,1,Tair,0.0027772069559556,1,PRCP,0.0026584622185856,1,SRAD,0.0022605463007238,1
01544500,VP,0.0034342903127549,1,Tair,0.0032768991715295,30,PRCP,0.0032553991853733,1,SRAD,0.0025159157475025,1
01545600,Tair,0.0023957701761083,27,VP,0.0023833950997991,27,PRCP,0.0023027774308176,1,SRAD,0.0019770186736592,30
01547700,SRAD,0.0014260044841049,2,Tair,0.001415821503253,8,VP,0.0009291288084341,30,PRCP,0.0009105646575445,1
01548500,Tair,0.0029262607892917,24,VP,0.0025193436095827,21,SRAD,0.0023867261440712,1,PRCP,0.001691136163643,1
01549500,Tair,0.0035109099239535,12,SRAD,0.0032070979454024,2,VP,0.0030033277813552,18,PRCP,0.001701060256437,1
01550000,Tair,0.0022914590517488,12,PRCP,0.0021589403315013,1,SRAD,0.0019316115446364,12,VP,0.00183833279213,11
01552000,Tair,0.0020656087406477,30,SRAD,0.0016741292879737,13,VP,0.0013535374237925,19,PRCP,0.0010543510080626,1
01552500,Tair,0.0024732597689942,11,VP,0.0021404510386345,10,SRAD,0.0020199757440367,14,PRCP,0.0012455369377428,1
01557500,Tair,0.003921884181639,1,VP,0.0032560349963224,20,SRAD,0.0032314762567587,12,PRCP,0.0025661125572298,1
01567500,SRAD,0.0020579565203967,24,Tair,0.0020190051633741,13,VP,0.0017512811723041,16,PRCP,0.0015735696099446,1
01568000,PRCP,0.0031475435976292,1,Tair,0.0028753732484317,27,SRAD,0.0027971054981537,1,VP,0.0027230402917205,5
01580000,Tair,0.0025486811444848,28,VP,0.0020553479727382,16,SRAD,0.0020349370366724,11,PRCP,0.0018428224039257,1
01583500,Tair,0.0020374005335955,28,PRCP,0.0019029342842928,1,SRAD,0.0017710162524819,11,VP,0.001332429715146,15
01586610,Tair,0.0024567963544909,28,PRCP,0.0020387642419112,1,VP,0.00196835572348,17,SRAD,0.0018699355494762,19
01591400,PRCP,0.0039788827130594,1,SRAD,0.002031535446088,4,Tair,0.0019723528829628,27,VP,0.0016673348349216,25
01594950,Tair,0.0044294176421273,27,VP,0.0040571937312163,17,SRAD,0.002742251600525,7,PRCP,0.0025535414531303,1
01596500,Tair,0.0052130845237307,27,VP,0.0043174070709853,28,SRAD,0.0023844773165094,5,PRCP,0.0018614836996266,1
01605500,Tair,0.0006110313057123,22,SRAD,0.0005195780620546,4,VP,0.0004867190597015,20,PRCP,0.0004509194600988,14
01606500,PRCP,0.0010009761606117,1,SRAD,0.0008233298682404,26,VP,0.0007270231455555,16,Tair,0.0006509932975226,14
01613050,PRCP,0.0016925029404334,1,SRAD,0.0016861168935051,27,Tair,0.0016157985283814,25,VP,0.0011632907694496,3
01620500,SRAD,0.0012251923274544,3,VP,0.0012078083408468,24,Tair,0.0011890579012076,13,PRCP,0.001095477685015,1
01632000,Tair,0.0012606255542178,1,SRAD,0.0011787841668744,19,VP,0.001108006896215,1,PRCP,0.0006447494426418,11
01632900,Tair,0.0020149198557565,25,VP,0.0017676434132932,17,SRAD,0.0016631163671443,1,PRCP,0.0012860372859964,1
01634500,Tair,0.002554503304081,26,VP,0.0022583606913322,25,SRAD,0.0015568818400686,15,PRCP,0.0012485676425042,1
01638480,VP,0.002297916161278,19,Tair,0.0021407399485509,11,PRCP,0.0018268517294987,1,SRAD,0.0017720557108078,21
01639500,Tair,0.0032765253575972,26,VP,0.0029816052747556,15,SRAD,0.0024871737427677,30,PRCP,0.002209136535657,1
01644000,VP,0.0023782006236587,14,Tair,0.0021284078100217,13,SRAD,0.0020204737252949,20,PRCP,0.001890914090997,1
01658500,Tair,0.0025053562100001,29,SRAD,0.0020546681402064,16,VP,0.0019303173409422,22,PRCP,0.0012704370651006,7
01664000,PRCP,0.0045382292137187,1,Tair,0.0024921487772734,12,SRAD,0.0024386203672642,1,VP,0.0023052939765633,14
01666500,VP,0.0017168730509984,16,SRAD,0.0015830376412408,21,PRCP,0.0014862702457494,1,Tair,0.001464363770927,15
01667500,PRCP,0.0020805922308813,1,SRAD,0.0014563823978432,1,Tair,0.0013245697103065,8,VP,0.0011944671849237,26
01669000,PRCP,0.0042756908047618,1,SRAD,0.0018830141508971,1,VP,0.0011911936305845,29,Tair,0.0011213247453386,11
01669520,PRCP,0.0040272695775053,1,SRAD,0.0014842750429856,1,VP,0.0011938227422991,11,Tair,0.0009397568447483,15
02011400,Tair,0.0017352547119028,25,VP,0.0015140282867789,1,SRAD,0.0012342858437906,29,PRCP,0.0009863662296101,1
02011460,Tair,0.0017569856016411,26,VP,0.0015139470637388,26,SRAD,0.0011714009200225,13,PRCP,0.0007107094240912,6
02013000,Tair,0.0031690067124011,26,VP,0.0027824216451816,26,SRAD,0.0020279531319863,1,PRCP,0.0020112670058594,1
02014000,PRCP,0.0033618342953,1,SRAD,0.0033035498107455,1,Tair,0.0029508582452034,27,VP,0.0024219297505677,26
02015700,Tair,0.0017352229164735,26,VP,0.001659675654881,30,SRAD,0.0013449154718975,16,PRCP,0.0010786048145322,1
02016000,PRCP,0.0035080844409542,1,VP,0.0025266047060642,1,SRAD,0.0024798723981367,1,Tair,0.0020624234710093,27
02017500,PRCP,0.0030282692457939,1,Tair,0.0030044338397628,25,VP,0.0026549140908099,26,SRAD,0.0025151457057692,1
02018000,PRCP,0.0073005083945968,1,SRAD,0.0047351963751592,1,Tair,0.0021149138808299,30,VP,0.0020765924988607,1
02027000,SRAD,0.0021443352964885,14,VP,0.0021197708346156,27,Tair,0.0017857171368613,8,PRCP,0.0012317693910959,1
02027500,PRCP,0.0012198693336711,1,SRAD,0.0010895350570656,1,Tair,0.0007084096463213,10,VP,0.0006962772205302,10
02028500,SRAD,0.0023924071363724,3,Tair,0.0022257334908874,25,VP,0.0021685521201206,24,PRCP,0.0021548027011953,1
02038850,PRCP,0.0011033538448819,1,SRAD,0.0010123792052093,12,VP,0.0008893585454705,14,Tair,0.0007800738070002,21
02046000,PRCP,0.0043703891399769,1,VP,0.001897296985032,4,SRAD,0.0018184475390803,1,Tair,0.0013809875741961,27
02051000,Tair,0.002333649611315,5,VP,0.0023112011749992,21,SRAD,0.0022825172231996,1,PRCP,0.0012657965115279,2
02051500,PRCP,0.0204718277512,1,SRAD,0.0094005546267135,1,Tair,0.0048040997208135,26,VP,0.0042733462745034,29
02053200,PRCP,0.0023865396602685,2,SRAD,0.0013268360954731,1,VP,0.0010378659454069,21,Tair,0.0006508039870012,14
02053800,PRCP,0.0035207799651377,1,SRAD,0.0031085805592057,1,VP,0.0025414058656837,2,Tair,0.0023580594991347,16
02055100,PRCP,0.0007534623618023,1,SRAD,0.0004452858074867,12,VP,0.0003454719130543,24,Tair,0.000235727696862,20
02056900,SRAD,0.003345186627123,1,PRCP,0.0027329931658891,1,Tair,0.0019497145548845,12,VP,0.0018118963145479,7
02059500,PRCP,0.0017540710330473,1,SRAD,0.0011775696472503,1,VP,0.0007072493438242,24,Tair,0.0005463140858064,13
02064000,SRAD,0.0007030748016181,1,Tair,0.0006654356312578,12,PRCP,0.0006283393191734,2,VP,0.0006091721328827,22
02065500,PRCP,0.0051584008261317,1,SRAD,0.0026665017245228,1,VP,0.0014900528939956,16,Tair,0.0013977110944777,13
02069700,SRAD,0.0012423510534622,1,PRCP,0.0011855630822938,1,VP,0.0011335607191101,1,Tair,0.0008173754817573,24
02070000,PRCP,0.0019336740426326,1,SRAD,0.0013404021069432,1,VP,0.0012370791102947,2,Tair,0.001073431781469,12
02074500,VP,0.0017288825847246,8,Tair,0.0015189670995481,30,SRAD,0.0015051646847681,7,PRCP,0.0015004515902766,1
02077200,SRAD,0.0012715014686051,1,PRCP,0.0010512991031335,1,Tair,0.0008986650093164,25,VP,0.0008905965339457,23
02081500,PRCP,0.0061775368428859,1,SRAD,0.0042835129074415,1,Tair,0.0034495725015527,7,VP,0.0033314944763378,26
02082950,PRCP,0.0029583082708213,1,SRAD,0.000784720443289,1,Tair,0.0007070978667175,24,VP,0.0006671972134022,2
02092500,PRCP,0.0027285357887122,1,VP,0.0016514737720317,4,SRAD,0.0015682440896558,1,Tair,0.0009782039772978,4
02096846,VP,0.003013567955356,28,Tair,0.0027500041987943,29,SRAD,0.002490334672245,27,PRCP,0.0012710201518276,10
02102908,PRCP,0.0026908245085456,1,SRAD,0.0017579461476546,1,VP,0.0016046998869505,1,Tair,0.0014920625516299,7
02108000,PRCP,0.0032431657225722,2,SRAD,0.0016484087980845,2,VP,0.0012636804264813,1,Tair,0.0006739489135978,6
02111180,PRCP,0.001803296630412,1,SRAD,0.001427245400004,1,VP,0.0013504724867848,8,Tair,0.000942941045731,17
02111500,SRAD,0.002729924562836,1,VP,0.0020598290351184,17,Tair,0.0018580200328721,13,PRCP,0.0018547055454203,1
02112120,PRCP,0.002342812920724,1,SRAD,0.0021532004272086,1,VP,0.0015310209189081,17,Tair,0.0013104712036083,29
02112360,PRCP,0.0031223926448013,1,VP,0.0028800815507784,5,SRAD,0.0027195143845217,25,Tair,0.0022278934674113,26
02118500,PRCP,0.0024069849968561,1,SRAD,0.0022903104595974,1,VP,0.0019002494151361,3,Tair,0.0016694406588307,19
02125000,SRAD,0.0041201492075916,1,PRCP,0.0028333309013042,1,VP,0.0026814952625808,26,Tair,0.0025625786482933,25
02128000,PRCP,0.0035838394998161,1,SRAD,0.0028396226240156,1,Tair,0.0013485955894703,11,VP,0.0013102133966967,17
02137727,SRAD,0.0013531103782447,1,VP,0.0011993099614814,4,Tair,0.001186568473087,11,PRCP,0.0008694318364101,1
02140991,SRAD,0.0024285857095374,1,VP,0.0019112530198904,1,PRCP,0.001864728534032,1,Tair,0.0013855535638537,9
02143000,PRCP,0.0048301189237432,1,SRAD,0.0033643398583013,1,Tair,0.0019995682308619,20,VP,0.0016870957610649,17
02143040,PRCP,0.003100190655061,1,SRAD,0.0028738935028367,1,VP,0.0012398871849942,1,Tair,0.0011301055908488,11
02149000,PRCP,0.0026794899639438,1,SRAD,0.0021362191799627,1,VP,0.001316815269988,30,Tair,0.0012803121949247,16
02152100,SRAD,0.0019357240566843,1,VP,0.001429308498297,1,PRCP,0.0013482178991708,1,Tair,0.0011222793147821,1
02177000,SRAD,0.0020888963354493,1,PRCP,0.0018113975969995,1,VP,0.001430009913958,18,Tair,0.0009031263726938,6
02178400,SRAD,0.0039898214800073,1,PRCP,0.002786754012018,1,VP,0.0022849728478,1,Tair,0.0021488495744609,23
02193340,Tair,0.0035597313725988,28,VP,0.0033417976368658,29,SRAD,0.0029960588853631,15,PRCP,0.0023378199781589,1
02196000,PRCP,0.0081364108299167,1,SRAD,0.0076351810855773,1,Tair,0.0059189338626548,29,VP,0.0050570609826022,25
02198100,PRCP,0.004191349754304,1,SRAD,0.002587049387678,1,Tair,0.0019878977849899,29,VP,0.0017553133030765,9
02202600,PRCP,0.0084753715784696,2,SRAD,0.0042408478651199,2,Tair,0.0019690570052546,17,VP,0.0017919221534191,19
02212600,SRAD,0.0039013086701724,1,PRCP,0.0037872297695459,1,Tair,0.0028797459404592,29,VP,0.0025368128092548,15
02215100,PRCP,0.0108858911247202,1,SRAD,0.0049925298304967,1,Tair,0.0026323348566744,26,VP,0.0023260070734055,14
02216180,PRCP,0.0062730171362397,1,SRAD,0.0039985430465579,1,Tair,0.0030868373741961,15,VP,0.0024838540234911,17
02221525,PRCP,0.0091687190976835,1,SRAD,0.0059961207058235,1,Tair,0.0033174218839488,11,VP,0.0032952071446267,29
02231000,PRCP,0.0055429116195958,1,SRAD,0.0023475880243181,1,VP,0.0013887756235895,3,Tair,0.0013510394151197,27
02231342,PRCP,0.0072958396549987,1,SRAD,0.0032811590297517,1,VP,0.0031727476742597,16,Tair,0.0022854547995738,16
02235200,PRCP,0.0085673920402724,1,SRAD,0.0052196863945638,1,VP,0.0029389853985227,15,Tair,0.0017904569963759,25
02245500,PRCP,0.0112209724609485,1,SRAD,0.0049264005004652,1,VP,0.0027463168290339,1,Tair,0.0020712121488536,5
02246000,PRCP,0.009826845058695,1,SRAD,0.0044574538440239,1,VP,0.0014545611652278,27,Tair,0.0010341452648502,10
