gauge_id,TE_lag1_PRCP,TE_lag1_SRAD,TE_lag1_Tair,TE_lag1_VP
01013500,0.0027614217385353,0.0018378050431868,0.0031360794446381,0.0026543476069511
01022500,0.0166805733564089,0.0047753980402072,0.0083002251135609,0.0061919504793522
01030500,0.0134275816762943,0.0036460410693228,0.006791949269197,0.0051631751858789
01031500,0.0038589515480295,0.0014806788693391,0.0013137269841217,0.0015973129392197
01047000,0.0022771925556681,0.0009423764659488,0.0015077496981101,0.0013299539963271
01052500,0.0036150187896995,0.0044875316920597,0.0066120198948291,0.0043856872052815
01054200,0.0021149152665537,0.0023735604891373,0.0029463970321641,0.003327869905504
01055000,0.0031355322927631,0.0029631969380684,0.0025047945824608,0.003184383862478
01057000,0.0022553647421092,,0.0011278915822315,0.0011845067508131
01073000,0.0056891769999337,0.0025077205156804,0.0028506196732101,0.0019599539807941
01078000,0.0040309908767237,,0.0033623920009349,0.003792717325043
01118300,0.0041191367215902,,,
01121000,0.0025163572351848,,0.0020412601497916,
01123000,0.0053248579832909,0.0018316257886723,0.0021938028992668,0.0017545159037655
01134500,0.0077420425534474,0.0027822245509765,0.0064513537251381,0.0062391948330044
01137500,0.0042416258211395,0.0048011291868565,0.0041737240041202,0.0035872724749064
01139000,0.0061410539578434,0.0056359483870562,0.0067175282241053,0.0047984626419014
01139800,0.0052555189134645,0.008486919008784,0.0051194112094168,0.003695754312185
01142500,0.0024649027488251,0.0024100111610868,0.0019227493526669,0.0019828685834224
01144000,0.0024660354135466,0.0029622462791638,0.0040576284272453,0.003629315863565
01162500,0.0083302631617389,0.0024782967521413,0.0041888416343064,0.0029296215662311
01169000,0.0008218012651257,,0.0021876176056373,0.0017509461254711
01170100,0.0011076148685,,0.0028095239648911,0.0021143089286459
01181000,,,,0.0012258176083548
01187300,0.0010926525933692,,0.0017118752829393,
01195100,0.0032261253695324,0.0017636702290642,,
01333000,0.002316625609478,0.0031122796361615,0.004885141284214,0.0043121358381415
01350080,0.0010518100888083,,,
01350140,0.0023521381090225,,,
01365000,0.00229053603036,,0.0021401165656507,
01411300,0.0094984241843267,0.0034262761417212,,
01413500,0.0010712247171722,,0.0015351201781967,0.001404599856196
01414500,0.0021327783072487,,,
01415000,0.0013168174013687,,,0.001406257085021
01423000,0.0021481855645947,,0.0023435849319859,0.0023564141280737
01434025,0.0016908901286924,,,0.00142013598276
01435000,0.0018645710621857,,0.0019276084487442,
01439500,0.0050558685996535,0.0025956268148081,0.0031344751799564,0.0024970502346085
01440000,0.0045639024212082,0.0024902173510137,0.002384307254026,
01440400,0.0025880487028968,,0.001945217154291,
01451800,0.0032830118503235,0.0039089271730992,0.0032243821387497,
01466500,0.0050857771556291,0.0016666219887661,,
01484100,0.0030044620157695,0.0016558559770796,,
01485500,0.0106199484803114,0.0029891880435809,,
01486000,0.0039940576517083,0.0024658622121761,,
01487000,0.0105096962607444,0.0050074745696715,0.0029332679939403,
01491000,0.005742055028134,0.0020038278926264,,
01510000,0.0017555879453234,,0.0026017467523661,0.0025272732184944
01518862,0.0017873541250994,0.0020157950199749,,0.0018269721212027
01539000,0.0011752912130433,0.0011540947668996,0.0009846490800503,
01542810,0.002361625783767,,0.0037151419832578,0.0043341120982658
01543000,0.0021459057440014,,0.0022046487590601,0.0028918581500748
01543500,0.0026584622185856,0.0022605463007238,0.0027772069559556,0.0030004073216606
01544500,0.0032553991853733,0.0025159157475025,0.0030228480462356,0.0034342903127549
01545600,0.0023027774308176,,0.00182680023053,0.0018583760796175
01547700,0.0009105646575445,,,
01548500,0.001691136163643,0.0023867261440712,0.0025095668836444,0.0022136927500252
01549500,0.001701060256437,0.0025532746226369,0.0027372525028107,0.002197671894988
01550000,0.0021589403315013,0.0016803094666445,0.0017165514324873,
01552000,0.0010543510080626,,,
01552500,0.0012455369377428,0.0019458950538852,,
01557500,0.0025661125572298,,0.003921884181639,0.0031404614324895
01567500,0.0015735696099446,0.0020454321990051,,
01568000,0.0031475435976292,0.0027971054981537,0.0026390274917444,0.0020992288033745
01580000,0.0018428224039257,,,
01583500,0.0019029342842928,0.001769839386217,,
01586610,0.0020387642419112,,,
01591400,0.0039788827130594,0.0020278101092733,,
01594950,0.0025535414531303,,0.002706760141363,0.002651556279835
01596500,0.0018614836996266,,0.0038612009316699,0.0035769564628662
01606500,0.0010009761606117,,,
01613050,0.0016925029404334,0.0015090167126676,,
01620500,0.001095477685015,,,
01632000,,,0.0012606255542178,0.001108006896215
01632900,0.0012860372859964,0.0016631163671443,,
01634500,0.0012485676425042,,0.0015384755701308,
01638480,0.0018268517294987,0.0015984734809356,,
01639500,0.002209136535657,0.0023384064457357,0.0018367487300311,0.0018804467757833
01644000,0.001890914090997,,,
01664000,0.0045382292137187,0.0024386203672642,0.0021640292212468,
01666500,0.0014862702457494,,,
01667500,0.0020805922308813,0.0014563823978432,0.0010888725651143,
01669000,0.0042756908047618,0.0018830141508971,,
01669520,0.0040272695775053,0.0014842750429856,,
02011400,0.0009863662296101,,0.0012425331779289,0.0015140282867789
02011460,0.0006219340946751,,,0.0010893826003397
02013000,0.0020112670058594,0.0020279531319863,0.0016259661763895,0.0021900137775575
02014000,0.0033618342953,0.0033035498107455,,0.0022752870058761
02015700,0.0010786048145322,,,0.001517676085455
02016000,0.0035080844409542,0.0024798723981367,0.0014256243656203,0.0025266047060642
02017500,0.0030282692457939,0.0025151457057692,,
02018000,0.0073005083945968,0.0047351963751592,,0.0020765924988607
02027000,0.0012317693910959,0.0018124127617814,,
02027500,0.0012198693336711,0.0010895350570656,,
02028500,0.0021548027011953,,,
02038850,0.0011033538448819,,,
02046000,0.0043703891399769,0.0018184475390803,,0.0013869826696109
02051000,,0.0022825172231996,,
02051500,0.0204718277512,0.0094005546267135,0.0038520562061824,0.0035273621754749
02053200,0.0022206029961845,0.0013268360954731,,
02053800,0.0035207799651377,0.0031085805592057,,
02055100,0.0007534623618023,,,
02056900,0.0027329931658891,0.003345186627123,,
02059500,0.0017540710330473,0.0011775696472503,,
02064000,0.0003940834654767,0.0007030748016181,,
02065500,0.0051584008261317,0.0026665017245228,,
02069700,0.0011855630822938,0.0012423510534622,,0.0011335607191101
02070000,0.0019336740426326,0.0013404021069432,,
02074500,0.0015004515902766,,,
02077200,0.0010512991031335,0.0012715014686051,,
02081500,0.0061775368428859,0.0042835129074415,0.0021164486553365,
02082950,0.0029583082708213,0.000784720443289,,
02092500,0.0027285357887122,0.0015682440896558,,
02096846,,0.0020394822097181,,
02102908,0.0026908245085456,0.0017579461476546,,0.0016046998869505
02108000,0.0027724703407798,0.0013406359380355,,0.0012636804264813
02111180,0.001803296630412,0.001427245400004,,
02111500,0.0018547055454203,0.002729924562836,,
02112120,0.002342812920724,0.0021532004272086,,
02112360,0.0031223926448013,0.0025643456165758,,0.0025324788021233
02118500,0.0024069849968561,0.0022903104595974,,
02125000,0.0028333309013042,0.0041201492075916,,
02128000,0.0035838394998161,0.0028396226240156,,
02137727,0.0008694318364101,0.0013531103782447,0.0009776363463302,
02140991,0.001864728534032,0.0024285857095374,,0.0019112530198904
02143000,0.0048301189237432,0.0033643398583013,,
02143040,0.003100190655061,0.0028738935028367,,0.0012398871849942
02149000,0.0026794899639438,0.0021362191799627,,
02152100,0.0013482178991708,0.0019357240566843,0.0011222793147821,0.001429308498297
02177000,0.0018113975969995,0.0020888963354493,,0.0010797718653794
02178400,0.002786754012018,0.0039898214800073,,0.0022849728478
02193340,0.0023378199781589,0.002860767768664,0.0023877785258241,
02196000,0.0081364108299167,0.0076351810855773,0.0033201428270635,
02198100,0.004191349754304,0.002587049387678,,
02202600,0.006361260190827,0.0032916198548323,,
02212600,0.0037872297695459,0.0039013086701724,0.0017522091156479,
02215100,0.0108858911247202,0.0049925298304967,,
02216180,0.0062730171362397,0.0039985430465579,,
02221525,0.0091687190976835,0.0059961207058235,,
02231000,0.0055429116195958,0.0023475880243181,,
02231342,0.0072958396549987,0.0032811590297517,,0.0028024666762137
02235200,0.0085673920402724,0.0052196863945638,,
02245500,0.0112209724609485,0.0049264005004652,,
02246000,0.009826845058695,0.0044574538440239,,
02296500,0.0066345848754837,0.0049309861777972,,0.0023344804797742
02297155,0.004930673938227,0.0024563924717027,,
02297310,0.0046894884355461,0.0029384487972345,,
02298123,0.0103573148236729,0.0059859387623459,0.0023920392534731,0.0038230581344087
02298608,0.008639813848042,0.0041407936389917,,0.0024988978239599
02299950,0.0074336681651266,0.0036745327095468,0.0017294268322339,0.0021675494399698
02300700,0.0069719693240561,0.002981432849403,,
02310947,0.0064430121839452,0.004947290827998,,0.0023136992209508
02312200,0.0067248308062115,0.0044020435267279,,0.002596744595218
02314500,0.0041594605457808,0.0035148242562553,,
02315500,0.0039044479517116,0.0030123869341618,,
02324400,0.0063743789057033,0.0048889878222238,,
02327100,0.0096287054608217,0.0033426858823691,,0.001014131638217
02342933,0.0005201216742585,,0.000629606685352,0.0007887339653501
02349900,0.0021209441937302,0.0025527756006496,,
02350900,0.002851548322444,0.0016896676560954,,0.0015913819456546
02361000,0.0014242392084888,0.0009989861578897,,
02363000,0.0021516962596917,0.0018221859519711,,
02369800,0.0011349326356638,,,
02371500,0.0019170213512408,0.0017068224036286,,0.0015372859474608
02372250,0.00264094672684,0.0014984579608145,,
02374500,0.0087233062601394,0.0042441080471898,,
02381600,0.0012622762782341,,0.0014561711452148,0.0016187467675292
02384540,0.0034908595672648,0.0023809032219631,,0.0015794433861367
02395120,0.0033744008739324,0.0029790370092974,0.0023829137840862,0.0033445731214893
02408540,0.0039206592287222,0.0038177988704241,,
02415000,0.002932865785339,0.004009867732454,0.0028176482129966,0.0028080616617897
02422500,0.0024897457353233,0.0024654845982956,0.0009570623875046,
02427250,0.0109945359949977,0.0062028648031162,0.0021430937910201,0.0024116443281932
02430085,0.0024567779457289,0.0029687495363678,0.0023772281384126,
02430615,0.0032739925374222,0.0029833733943238,,0.0025418468726438
02450250,0.0046895207312909,0.0035943774251902,0.0030079992920134,0.003461410653281
02464000,0.0070720458539332,0.0061410841471398,0.0038294986819678,0.0034654505569922
02464146,,0.0011133603686176,,
02464360,0.0060932614025206,0.0056558691012066,,0.0033815615040952
02465493,0.0027381847523971,0.0016366242074675,,
02469800,0.0131619933433731,0.00512431064091,0.0020270782343787,
02472000,0.0071928624660553,0.0065194925737153,0.0026234384164221,0.0026849562508334
02472500,0.0063018599603484,0.0042172338904266,0.0019766529316677,0.0027448390602572
02479155,0.0032125127883603,0.0017931757278175,0.0014760708830295,
02479300,0.0152525865782276,0.0053169453286711,0.0026701904531024,0.0032306033425728
02479560,0.0177808517459913,0.0075095029541992,0.0027727605012816,0.0030722742988822
02481000,0.0104505870972645,0.0056849170378244,0.003962645418318,0.0037817056715268
02481510,0.0111249768409959,0.0049766739471675,0.0027543405195228,0.002789160370475
03010655,0.0055988977104978,0.0030862842970698,0.0044564311427113,0.0048484463607464
03011800,0.0019705717763308,,0.0019271561149585,0.0019302169506428
03015500,0.003337685744487,,0.004237074806874,0.0038978909494507
03021350,0.0024641825829443,0.0032171306695218,0.0098147367870508,0.0062612748258247
03026500,0.0013631485835326,,0.0024466960594193,0.0030345027040387
03028000,0.0012367771179409,,,0.0029796217995743
03049000,0.0014119958301538,0.0019805584802108,,0.0016967857658592
03050000,0.0060487278919134,,,
03066000,0.0020148173941718,,,
03069500,0.0014270013396317,,0.0015011397044567,0.0021451982105817
03070500,0.0026367356315709,0.002586415627353,0.0047062090621857,0.0035773780318891
03076600,,,0.0032593361702154,0.0032224405742253
03078000,0.0017506626928292,0.0018445095701407,0.0032316426609217,0.0028668063404148
03140000,0.0035699889173656,,0.0023175815600973,
03144000,0.0035555321696858,0.0021821976350947,0.0019987227029205,0.0024052711373886
03159540,0.0028854986511005,0.0017690992352816,0.0021615389928182,0.0015181456357058
03161000,0.0019390707324146,0.0020313006271203,,
03164000,0.0060780930095411,0.0039701748741667,0.001371185065255,0.0015174896209797
03165000,0.0026271523224004,0.0028970430658479,,0.0022181930199492
03170000,0.0049155304475626,0.0041061083114826,,0.0026428667998843
03173000,0.005260050423004,0.0027723364286223,0.0018880652994655,0.0018201726586422
03180500,0.0008652652479466,,,0.0018531356369314
03182500,0.002034406607569,0.0015189362411357,0.0016297277617096,0.0018634426529783
03186500,0.0032405173232831,0.0024662650524568,0.0026888473390607,0.0031238408717992
03187500,0.0026889071725207,,0.0028655170961692,0.0031565196504761
03213700,0.007642967840569,0.0030839516090158,0.0025540827312787,0.0030133270918656
03237280,0.0019656036320223,,,
03237500,0.0006520323196826,,0.0007799748424314,
03238500,0.0036304707064038,0.003244769009929,0.0038808981234864,0.0038077863989708
03241500,0.0041476873785167,0.0030696750779617,0.0029673799165463,0.0028517051552906
03280700,0.0028419045861241,,0.0021255426929646,
03281100,0.004029385441012,0.0029922201781455,0.0019136998267579,
03281500,0.0115652329700652,0.0048767316404621,0.0026651885826285,0.0028015255528113
03285000,0.0030973391301424,0.002060828198391,,0.0020168030488061
03291780,0.0037624335130965,0.0023677053405577,0.0021871685036708,0.0030217648036979
03300400,0.0086845884260204,0.0040134070911125,0.0019080251175064,0.002716525049567
03338780,0.0100135353670167,0.0049097557975477,,
03340800,0.0027307854994172,,,
03346000,0.0106987742230506,0.0043913872269282,0.0023804376882905,0.0023641922123683
03357350,0.0030411269072801,0.0026802923584543,0.0017622547981231,
03364500,0.0025084960759554,,0.002076838216914,0.0020108759698437
03366500,0.0048973855122731,0.0019280970852159,0.0022013931626726,0.0032304454726364
03368000,0.0015559924389203,,0.002210426872131,0.0019982978605493
03384450,0.00223621208181,0.002440099711765,,0.0018977934616173
03439000,0.0025896818977999,0.0030597424763098,0.0018096727474789,
03450000,0.0019777925294745,,,
03455500,0.0029282599828764,0.0035585396875265,0.0022675200574605,0.0027254345374137
03456500,0.0027012243672946,0.0019920840381593,,
03460000,0.0036763937107248,0.0031474251770401,0.0022567296799817,
03463300,0.0016239884218222,,,
03471500,0.0027583383773767,0.0021754874231257,0.0014456908525543,
03473000,0.0057555360388759,0.0038681858676467,0.0023663965179767,0.0031906958830328
03479000,0.0015163188564989,,,
03488000,0.0032942282655383,0.0025102827645633,,0.0018659533953705
03498500,0.0045178353820931,0.0026177574009294,,
03500000,0.0066938140044993,0.0055268640076099,,0.0025607532429218
03500240,0.0026326151699973,0.0027054356989042,,0.0024749953822662
03504000,0.0030505174898744,0.002975232831273,,
03574500,0.0117300928138992,0.0031053829452224,0.0020181416952043,0.0018518761901317
03592718,0.0016345390868567,0.0008917973363954,,
03604000,0.0061480052005845,0.0017139487684237,0.0009225509357758,0.0009940599975257
04015330,,,,0.0005736551103912
04024430,0.0091986421550295,0.0015881089130205,0.0033350602441798,0.0027004704975915
04027000,0.0029925337073788,,0.0033069843560264,0.0025367147004157
04040500,0.0042813457260081,0.002028782907557,0.0037689020759138,0.0019428957028236
04043050,0.0066143454780882,0.0061182187555442,0.0053683483406951,0.0037104807548916
04045500,0.0024892161912156,0.0019496746402504,0.0050818616533072,0.0031374854339977
04056500,0.00306933706472,,0.0033196435677679,0.0018421571689439
04057510,0.0078632954134151,,0.0047506255988815,0.0045242024151562
04057800,0.0035234495124487,0.0014730709681779,0.0025967694013832,0.0028052657444907
04059500,0.0050395817630826,,0.0033602850499028,0.0024920837696507
04063700,0.005373621371841,,0.0040480826847391,0.0022245199361879
04074950,0.0091390740570012,,0.0053640259980193,0.0026857033010779
04105700,0.0174846642043651,0.0050821289047969,0.0057533724209926,0.0029396430859747
04115265,0.0103131903262271,,0.0042101074458864,
04122200,0.0092374465583576,0.0029369110165233,0.0028306345184974,0.0022326658809079
04122500,0.0025899894777247,,0.0027318183831378,
04124000,0.0121019349704576,0.0038901525106807,0.0076719587676862,0.0039245078759242
04127918,0.0098422867243361,0.0036417529441833,0.0058300135802779,0.0043055047984608
04127997,0.0115145281683227,0.0046280702335039,0.0111852058179285,0.0051083757913252
